file_path,origin,file_type,size_bytes,modified_date,likely_role,consumed_by_script,produced_by_script,status,notes
data/raw/segments/R74_p5.txt,main-repo data/ (gitignored),txt,1881530,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R74_p6.txt,main-repo data/ (gitignored),txt,1416717,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R75_p1.txt,main-repo data/ (gitignored),txt,3221358,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R75_p2.txt,main-repo data/ (gitignored),txt,2921779,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R75_p3.txt,main-repo data/ (gitignored),txt,2606185,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R75_p4.txt,main-repo data/ (gitignored),txt,2202457,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R75_p5.txt,main-repo data/ (gitignored),txt,1822770,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R75_p6.txt,main-repo data/ (gitignored),txt,1456203,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R76_p1.txt,main-repo data/ (gitignored),txt,3227413,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R76_p2.txt,main-repo data/ (gitignored),txt,2879908,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R76_p3.txt,main-repo data/ (gitignored),txt,2539489,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R76_p4.txt,main-repo data/ (gitignored),txt,2209756,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R76_p5.txt,main-repo data/ (gitignored),txt,1824069,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R76_p6.txt,main-repo data/ (gitignored),txt,1439896,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R77_p1.txt,main-repo data/ (gitignored),txt,3290755,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R77_p2.txt,main-repo data/ (gitignored),txt,3160982,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R77_p3.txt,main-repo data/ (gitignored),txt,2637008,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/segments/R77_p4.txt,main-repo data/ (gitignored),txt,956908,2026-04-21,raw vibration segment (contact window),build_dataset.py / ingest.py / run_signal_qa.py,"upstream (DAQ export, parsed_modified)",present,
data/raw/targets/vb_targets.csv,main-repo data/ (gitignored),csv,175,2026-05-07,official target zone (VB),"build_dataset.py, ingest.py, all model scripts (via data_loader)",upstream (lab export),present,
data/raw/vibration/axial/full_signals/.gitkeep,main-repo data/ (gitignored),none,0,2026-05-08,legacy empty placeholder layout,,,present,
data/raw/vibration/axial/segments/.gitkeep,main-repo data/ (gitignored),none,0,2026-05-08,legacy empty placeholder layout,,,present,
data/raw/vibration/rotational/full_signals/.gitkeep,main-repo data/ (gitignored),none,0,2026-05-08,legacy empty placeholder layout,,,present,
data/raw/vibration/rotational/segments/.gitkeep,main-repo data/ (gitignored),none,0,2026-05-08,legacy empty placeholder layout,,,present,
data/targets/microscope_vs.csv,main-repo data/ (gitignored),csv,123,2026-05-07,curated target zone (VS - conflicting series),NONE (no code consumes it),manual curation (provenance unclear),present,
notebooks/.gitkeep,worktree(branch),none,2,2026-06-11,notebooks (empty),,,present,
outputs/figures/data_quality/missing_segments_by_experiment.png,worktree(branch),png,24591,2026-06-11,figures,,,present,
outputs/figures/data_quality/raw_file_count_by_experiment.png,worktree(branch),png,29258,2026-06-11,figures,,,present,
outputs/figures/data_quality/vb_distribution.png,worktree(branch),png,25845,2026-06-11,figures,,,present,
outputs/figures/data_quality/vb_vs_experiment_order.png,worktree(branch),png,39600,2026-06-11,figures,,,present,
outputs/figures/eda_fusion/redundancy_heatmap.png,worktree(branch),png,66132,2026-06-11,figures,,,present,
outputs/figures/eda_fusion/top_features_per_direction.png,worktree(branch),png,81885,2026-06-11,figures,,,present,
outputs/figures/features/feature_correlation_heatmap_top30.png,worktree(branch),png,130290,2026-06-11,figures,,,present,
outputs/figures/features/feature_missingness.png,worktree(branch),png,185379,2026-06-11,figures,,,present,
outputs/figures/features/top_correlated_features_with_VB.png,worktree(branch),png,66081,2026-06-11,figures,,,present,
outputs/figures/pinn_ablation_physics_metrics.png,worktree(branch),png,75094,2026-06-11,figures,,,present,
outputs/figures/pinn_comparison_mae.png,worktree(branch),png,100071,2026-06-11,figures,,,present,
outputs/figures/pinn_degeneracy_diagnostic.png,worktree(branch),png,68612,2026-06-11,figures,,,present,
outputs/figures/pinn_rate_energy_consistency.png,worktree(branch),png,48506,2026-06-11,figures,,,present,
outputs/figures/pinn_vb_curve_best.png,worktree(branch),png,91255,2026-06-11,figures,,,present,
outputs/figures/readme/00_project_flow_diagram.png,worktree(branch),png,170667,2026-06-11,figures,,,present,
outputs/figures/readme/09_actual_vs_predicted_multi_LOEO.png,worktree(branch),png,136378,2026-06-11,figures,,,present,
outputs/figures/readme/benchmark_branches_v3.png,worktree(branch),png,74163,2026-06-11,figures,,,present,
outputs/figures/readme/multitool_roadmap_v4.png,worktree(branch),png,141054,2026-06-11,figures,,,present,
outputs/figures/readme/pinn_comparison_mae_v4.png,worktree(branch),png,76416,2026-06-11,figures,,,present,
outputs/figures/readme/pinn_vb_curve_v4.png,worktree(branch),png,81045,2026-06-11,figures,,,present,
outputs/figures/readme/rul_curves_v4.png,worktree(branch),png,98162,2026-06-11,figures,,,present,
outputs/figures/readme/timeaware_comparison_v4.png,worktree(branch),png,69065,2026-06-11,figures,,,present,
outputs/figures/readme/uncertainty_structural_v4.png,worktree(branch),png,32153,2026-06-11,figures,,,present,
outputs/figures/rul_derivation_curves.png,worktree(branch),png,132987,2026-06-11,figures,,,present,
outputs/figures/rul_model_disagreement.png,worktree(branch),png,109394,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_bar_elasticnet_solo_a_n_ct_grid.png,worktree(branch),png,81727,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_bar_elasticnet_solo_a_n_ct_random.png,worktree(branch),png,103114,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_bar_elasticnet_solo_a_n_st.png,worktree(branch),png,102125,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_bar_xgboost_solo_r_a_ct_random_feature_noise.png,worktree(branch),png,38564,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_bar_xgboost_solo_r_n_ct_random.png,worktree(branch),png,89363,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_summary_elasticnet_solo_a_n_ct_grid.png,worktree(branch),png,127375,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_summary_elasticnet_solo_a_n_ct_random.png,worktree(branch),png,151597,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_summary_elasticnet_solo_a_n_st.png,worktree(branch),png,150679,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_summary_xgboost_solo_r_a_ct_random_feature_noise.png,worktree(branch),png,52078,2026-06-11,figures,,,present,
outputs/figures/shap/10_shap_summary_xgboost_solo_r_n_ct_random.png,worktree(branch),png,127606,2026-06-11,figures,,,present,
outputs/figures/signal_branch/barplot_mae_r2_by_branch.png,worktree(branch),png,99359,2026-06-11,figures,,,present,
outputs/figures/signal_branch/best_model_per_branch.png,worktree(branch),png,148055,2026-06-11,figures,,,present,
outputs/figures/signal_branch/metrics_by_branch.csv,worktree(branch),csv,1870,2026-06-11,figures,,,present,
outputs/figures/signal_branch/scatter_grid_model_x_branch.png,worktree(branch),png,684310,2026-06-11,figures,,,present,
outputs/figures/signals/example_contacts_grid_exp66.png,worktree(branch),png,117284,2026-06-11,figures,,,present,
outputs/figures/signals/example_signal_A_p1.png,worktree(branch),png,41920,2026-06-11,figures,,,present,
outputs/figures/signals/example_signal_R_p1.png,worktree(branch),png,42792,2026-06-11,figures,,,present,
outputs/figures/structural_uncertainty_model_disagreement.png,worktree(branch),png,49958,2026-06-11,figures,,,present,
outputs/figures/synthetic_focus_project_graph.png,worktree(branch),png,355067,2026-06-11,figures,,,present,
outputs/figures/synthetic_focus_project_roadmap.png,worktree(branch),png,222800,2026-06-11,figures,,,present,
outputs/figures/time_aware_actual_vs_predicted.png,worktree(branch),png,81819,2026-06-11,figures,,,present,
outputs/figures/time_aware_comparison.png,worktree(branch),png,70421,2026-06-11,figures,,,present,
outputs/figures/uncertainty_rul_bands.png,worktree(branch),png,139943,2026-06-11,figures,,,present,
outputs/figures/uncertainty_t_failure_distribution.png,worktree(branch),png,64673,2026-06-11,figures,,,present,
outputs/figures/uncertainty_vb_bands.png,worktree(branch),png,143176,2026-06-11,figures,,,present,
outputs/metrics/_before_nested_global_tuning/00_cleanup_report.csv,worktree(branch),csv,416,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/00_leakage_checks.csv,worktree(branch),csv,1048,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/01_feature_columns.csv,worktree(branch),csv,3169,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/01_modeling_dataset_summary.csv,worktree(branch),csv,153,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/02_loeo_folds.csv,worktree(branch),csv,380,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/03_FUSION_N_ST_loeo_metrics.csv,worktree(branch),csv,1456,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/03_SOLO_A_N_ST_loeo_metrics.csv,worktree(branch),csv,1449,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/03_SOLO_R_N_ST_loeo_metrics.csv,worktree(branch),csv,1456,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/04_FUSION_N_CT_random_loeo_metrics.csv,worktree(branch),csv,1537,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/04_SOLO_A_N_CT_random_loeo_metrics.csv,worktree(branch),csv,1525,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/04_SOLO_R_N_CT_random_loeo_metrics.csv,worktree(branch),csv,1529,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/05_FUSION_N_CT_grid_loeo_metrics.csv,worktree(branch),csv,1503,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/05_SOLO_A_N_CT_grid_loeo_metrics.csv,worktree(branch),csv,1495,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/05_SOLO_R_N_CT_grid_loeo_metrics.csv,worktree(branch),csv,1498,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_FUSION_A_ST_feature_noise_loeo_metrics.csv,worktree(branch),csv,1682,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_FUSION_A_ST_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1724,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_FUSION_A_ST_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1722,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_SOLO_A_A_ST_feature_noise_loeo_metrics.csv,worktree(branch),csv,1678,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_SOLO_A_A_ST_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1707,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_SOLO_A_A_ST_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1714,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_SOLO_R_A_ST_feature_noise_loeo_metrics.csv,worktree(branch),csv,1679,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_SOLO_R_A_ST_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1713,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/06_SOLO_R_A_ST_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1714,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_FUSION_A_CT_random_feature_noise_loeo_metrics.csv,worktree(branch),csv,1746,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_FUSION_A_CT_random_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1795,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_FUSION_A_CT_random_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1802,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_SOLO_A_A_CT_random_feature_noise_loeo_metrics.csv,worktree(branch),csv,1749,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_SOLO_A_A_CT_random_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1784,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_SOLO_A_A_CT_random_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1787,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_SOLO_R_A_CT_random_feature_noise_loeo_metrics.csv,worktree(branch),csv,1736,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_SOLO_R_A_CT_random_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1789,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/07_SOLO_R_A_CT_random_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1787,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_FUSION_A_CT_grid_feature_noise_loeo_metrics.csv,worktree(branch),csv,1716,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_FUSION_A_CT_grid_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1758,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_FUSION_A_CT_grid_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1765,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_SOLO_A_A_CT_grid_feature_noise_loeo_metrics.csv,worktree(branch),csv,1720,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_SOLO_A_A_CT_grid_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1753,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_SOLO_A_A_CT_grid_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1758,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_SOLO_R_A_CT_grid_feature_noise_loeo_metrics.csv,worktree(branch),csv,1708,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_SOLO_R_A_CT_grid_feature_scaling_loeo_metrics.csv,worktree(branch),csv,1758,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/08_SOLO_R_A_CT_grid_grouped_scaling_loeo_metrics.csv,worktree(branch),csv,1758,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_all_metrics.csv,worktree(branch),csv,53310,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_augmentation_effect_summary.csv,worktree(branch),csv,950,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_branch_best_summary.csv,worktree(branch),csv,4882,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_branch_execution_summary.csv,worktree(branch),csv,3401,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_delta_vs_baseline.csv,worktree(branch),csv,9098,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_figure_purpose_map.csv,worktree(branch),csv,4791,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_final_layered_ranking.csv,worktree(branch),csv,60458,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_model_evolution_by_model.csv,worktree(branch),csv,16139,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_model_evolution_summary.csv,worktree(branch),csv,8363,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_predictions_overlay_selected.csv,worktree(branch),csv,5588,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_random_vs_grid_summary.csv,worktree(branch),csv,415,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_tuning_effect_summary.csv,worktree(branch),csv,561,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/09_tuning_results_all.csv,worktree(branch),csv,67216,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/_before_nested_global_tuning/story_preds.json,worktree(branch),json,659,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/benchmark_before_after_nested_tuning_minimal.csv,worktree(branch),csv,31989,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/c1_lambda_mono_sweep_SOLO_A_N_ST.csv,worktree(branch),csv,245,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/c2_lambda_rate_sweep_FUSION_N_ST.csv,worktree(branch),csv,260,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/data_inventory.csv,worktree(branch),csv,12212,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/feature_columns.csv,worktree(branch),csv,6465,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/feature_correlation.csv,worktree(branch),csv,4517,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/feature_redundancy_vif.csv,worktree(branch),csv,638,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/ingest_inventory.csv,worktree(branch),csv,573,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/00_cleanup_report.csv,worktree(branch),csv,416,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/00_leakage_checks.csv,worktree(branch),csv,843,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/01_feature_columns.csv,worktree(branch),csv,3169,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/01_modeling_dataset_summary.csv,worktree(branch),csv,153,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/02_loeo_folds.csv,worktree(branch),csv,380,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/09_all_metrics.csv,worktree(branch),csv,39558,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/09_tuning_results_all.csv,worktree(branch),csv,195709,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/layered_pipeline/_resume_completed_branches.txt,worktree(branch),txt,737,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/leakage_checks.csv,worktree(branch),csv,843,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/missing_segments.csv,worktree(branch),csv,191,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/nested_tuning_audit.csv,worktree(branch),csv,130014,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_audit/csv_audit.csv,worktree(branch),csv,7322,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_audit/csv_folder_summary.csv,worktree(branch),csv,283,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_audit/figures_audit.csv,worktree(branch),csv,8038,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_audit/figures_folder_summary.csv,worktree(branch),csv,3514,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_manifest.csv,worktree(branch),csv,18855,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/p1_closure_summary.csv,worktree(branch),csv,1086,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/physics_validation.csv,worktree(branch),csv,684,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/pinn_comparison_results.csv,worktree(branch),csv,3988,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/pinn_fold_predictions.csv,worktree(branch),csv,9715,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/rul_derivation_results.csv,worktree(branch),csv,7375,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/rul_threshold_summary.csv,worktree(branch),csv,666,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_elasticnet_solo_a_n_ct_grid.csv,worktree(branch),csv,8070,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_elasticnet_solo_a_n_ct_random.csv,worktree(branch),csv,7787,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_elasticnet_solo_a_n_st.csv,worktree(branch),csv,7122,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_xgboost_solo_r_a_ct_random_feature_noise.csv,worktree(branch),csv,6871,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_xgboost_solo_r_n_ct_random.csv,worktree(branch),csv,5603,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_selected_models.csv,worktree(branch),csv,389,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_elasticnet_solo_a_n_ct_grid.csv,worktree(branch),csv,81468,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_elasticnet_solo_a_n_ct_random.csv,worktree(branch),csv,78342,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_elasticnet_solo_a_n_st.csv,worktree(branch),csv,71692,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_xgboost_solo_r_a_ct_random_feature_noise.csv,worktree(branch),csv,81586,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
